13BD1A0401,ECE,A
13BD1A0402,ECE,A
13BD1A0403,ECE,A
13BD1A0404,ECE,A
13BD1A0405,ECE,A
13BD1A0406,ECE,A
13BD1A0407,ECE,A
13BD1A0408,ECE,A
13BD1A0409,ECE,A
13BD1A0410,ECE,A
13BD1A0411,ECE,A
13BD1A0412,ECE,A
13BD1A0413,ECE,A
13BD1A0414,ECE,A
13BD1A0415,ECE,A
13BD1A0416,ECE,A
13BD1A0417,ECE,A
13BD1A0418,ECE,A
13BD1A0419,ECE,A
13BD1A0420,ECE,A
13BD1A0421,ECE,A
13BD1A0422,ECE,A
13BD1A0423,ECE,A
13BD1A0424,ECE,A
13BD1A0425,ECE,A
13BD1A0426,ECE,A
13BD1A0427,ECE,A
13BD1A0428,ECE,A
13BD1A0429,ECE,A
13BD1A0430,ECE,A
13BD1A0431,ECE,A
13BD1A0432,ECE,A
13BD1A0433,ECE,A
13BD1A0434,ECE,A
13BD1A0435,ECE,A
13BD1A0436,ECE,A
13BD1A0437,ECE,A
13BD1A0438,ECE,A
13BD1A0439,ECE,A
13BD1A0440,ECE,A
13BD1A0441,ECE,A
13BD1A0442,ECE,A
13BD1A0443,ECE,A
13BD1A0444,ECE,A
13BD1A0445,ECE,A
13BD1A0446,ECE,A
13BD1A0447,ECE,A
13BD1A0448,ECE,A
13BD1A0449,ECE,A
13BD1A0450,ECE,A
13BD1A0451,ECE,A
13BD1A0452,ECE,A
13BD1A0453,ECE,A
13BD1A0454,ECE,A
13BD1A0455,ECE,A
13BD1A0456,ECE,A
13BD1A0457,ECE,A
13BD1A0458,ECE,A
13BD1A0459,ECE,A
13BD1A0460,ECE,A
13BD1A0461,ECE,B
13BD1A0462,ECE,B
13BD1A0463,ECE,B
13BD1A0464,ECE,B
13BD1A0465,ECE,B
13BD1A0466,ECE,B
13BD1A0467,ECE,B
13BD1A0468,ECE,B
13BD1A0469,ECE,B
13BD1A0470,ECE,B
13BD1A0471,ECE,B
13BD1A0472,ECE,B
13BD1A0473,ECE,B
13BD1A0474,ECE,B
13BD1A0475,ECE,B
13BD1A0476,ECE,B
13BD1A0477,ECE,B
13BD1A0478,ECE,B
13BD1A0479,ECE,B
13BD1A0480,ECE,B
13BD1A0481,ECE,B
13BD1A0482,ECE,B
13BD1A0483,ECE,B
13BD1A0484,ECE,B
13BD1A0485,ECE,B
13BD1A0486,ECE,B
13BD1A0487,ECE,B
13BD1A0488,ECE,B
13BD1A0489,ECE,B
13BD1A0490,ECE,B
13BD1A0491,ECE,B
13BD1A0492,ECE,B
13BD1A0493,ECE,B
13BD1A0494,ECE,B
13BD1A0495,ECE,B
13BD1A0496,ECE,B
13BD1A0497,ECE,B
13BD1A0498,ECE,B
13BD1A0499,ECE,B
13BD1A04A0,ECE,B
13BD1A04A1,ECE,B
13BD1A04A2,ECE,B
13BD1A04A3,ECE,B
13BD1A04A4,ECE,B
13BD1A04A5,ECE,B
13BD1A04A6,ECE,B
13BD1A04A7,ECE,B
13BD1A04A8,ECE,B
13BD1A04A9,ECE,B
13BD1A04B0,ECE,B
13BD1A04B1,ECE,B
13BD1A04B2,ECE,B
13BD1A04B3,ECE,B
13BD1A04B4,ECE,B
13BD1A04B5,ECE,B
13BD1A04B6,ECE,B
13BD1A04B7,ECE,B
13BD1A04B8,ECE,B
13BD1A04B9,ECE,B
13BD1A04C0,ECE,B
13BD1A0501,CSE,A
13BD1A0502,CSE,A
13BD1A0503,CSE,A
13BD1A0504,CSE,A
13BD1A0505,CSE,A
13BD1A0506,CSE,A
13BD1A0507,CSE,A
13BD1A0508,CSE,A
13BD1A0509,CSE,A
13BD1A0510,CSE,A
13BD1A0511,CSE,A
13BD1A0512,CSE,A
13BD1A0513,CSE,A
13BD1A0514,CSE,A
13BD1A0515,CSE,A
13BD1A0516,CSE,A
13BD1A0517,CSE,A
13BD1A0518,CSE,A
13BD1A0519,CSE,A
13BD1A0520,CSE,A
13BD1A0521,CSE,A
13BD1A0522,CSE,A
13BD1A0523,CSE,A
13BD1A0524,CSE,A
13BD1A0525,CSE,A
13BD1A0526,CSE,A
13BD1A0527,CSE,A
13BD1A0528,CSE,D
13BD1A0529,CSE,A
13BD1A0530,CSE,A
13BD1A0531,CSE,A
13BD1A0532,CSE,A
13BD1A0533,CSE,A
13BD1A0534,CSE,A
13BD1A0535,CSE,A
13BD1A0536,CSE,A
13BD1A0537,CSE,A
13BD1A0538,CSE,A
13BD1A0539,CSE,A
13BD1A0540,CSE,A
13BD1A0541,CSE,A
13BD1A0542,CSE,A
13BD1A0543,CSE,A
13BD1A0544,CSE,A
13BD1A0545,CSE,A
13BD1A0546,CSE,A
13BD1A0547,CSE,A
13BD1A0548,CSE,A
13BD1A0549,CSE,A
13BD1A0550,CSE,A
13BD1A0551,CSE,A
13BD1A0552,CSE,A
13BD1A0553,CSE,A
13BD1A0554,CSE,A
13BD1A0555,CSE,A
13BD1A0556,CSE,A
13BD1A0557,CSE,A
13BD1A0558,CSE,A
13BD1A0559,CSE,A
13BD1A0560,CSE,A
13BD1A0561,CSE,B
13BD1A0562,CSE,B
13BD1A0563,CSE,B
13BD1A0564,CSE,B
13BD1A0565,CSE,B
13BD1A0566,CSE,B
13BD1A0567,CSE,B
13BD1A0568,CSE,B
13BD1A0569,CSE,B
13BD1A0570,CSE,B
13BD1A0571,CSE,B
13BD1A0572,CSE,B
13BD1A0573,CSE,B
13BD1A0574,CSE,B
13BD1A0575,CSE,B
13BD1A0576,CSE,B
13BD1A0577,CSE,B
13BD1A0578,CSE,B
13BD1A0579,CSE,B
13BD1A0580,CSE,B
13BD1A0581,CSE,B
13BD1A0582,CSE,B
13BD1A0583,CSE,B
13BD1A0584,CSE,B
13BD1A0585,CSE,B
13BD1A0586,CSE,B
13BD1A0587,CSE,B
13BD1A0588,CSE,B
13BD1A0589,CSE,B
13BD1A0590,CSE,B
13BD1A0591,CSE,B
13BD1A0592,CSE,B
13BD1A0593,CSE,B
13BD1A0594,CSE,B
13BD1A0595,CSE,B
13BD1A0596,CSE,B
13BD1A0597,CSE,B
13BD1A0598,CSE,B
13BD1A0599,CSE,B
13BD1A05A0,CSE,B
13BD1A05A1,CSE,B
13BD1A05A2,CSE,B
13BD1A05A3,CSE,B
13BD1A05A4,CSE,B
13BD1A05A5,CSE,B
13BD1A05A6,CSE,B
13BD1A05A7,CSE,B
13BD1A05A8,CSE,B
13BD1A05A9,CSE,B
13BD1A05B0,CSE,B
13BD1A05B1,CSE,B
13BD1A05B2,CSE,B
13BD1A05B3,CSE,B
13BD1A05B4,CSE,B
13BD1A05B5,CSE,B
13BD1A05B6,CSE,B
13BD1A05B7,CSE,B
13BD1A05B8,CSE,B
13BD1A05B9,CSE,B
13BD1A05C0,CSE,B
13BD1A05C1,CSE,C
13BD1A05C2,CSE,C
13BD1A05C3,CSE,C
13BD1A05C4,CSE,C
13BD1A05C5,CSE,C
13BD1A05C6,CSE,C
13BD1A05C7,CSE,C
13BD1A05C8,CSE,C
13BD1A05C9,CSE,C
13BD1A05D0,CSE,C
13BD1A05D1,CSE,C
13BD1A05D2,CSE,C
13BD1A05D3,CSE,C
13BD1A05D4,CSE,C
13BD1A05D5,CSE,C
13BD1A05D6,CSE,C
